Price per area,Apartment type,Metro station,Minutes to metro,Region,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Renovation
256477,Secondary, Черкизовская,21.0,Moscow,0.0,38.6,16.0,14.0,4.0,5,Without renovation
363333,Secondary, Черкизовская,18.0,Moscow,0.0,30.0,16.0,6.0,5.0,5,Designer
314000,Secondary, Бауманская,13.0,Moscow,0.0,35.0,19.0,12.0,3.0,3,Designer
244444,Secondary, Коммунарка,6.0,Moscow,0.0,45.0,24.9,10.4,15.0,23,Without renovation
284238,Secondary, Ольховая,21.0,Moscow,0.0,38.7,21.7,9.8,9.0,14,Without renovation
255333,Secondary, Новопеределкино,6.0,Moscow,0.0,45.0,20.0,12.0,11.0,11,Without renovation
236000,Secondary, Автозаводская,5.0,Moscow,0.0,50.0,25.1,10.0,1.0,13,Cosmetic
254098,Secondary, Ботанический сад,4.0,Moscow,0.0,48.8,10.0,10.7,11.0,18,Cosmetic
271605,Secondary, Калитники,8.0,Moscow,0.0,48.6,26.7,10.7,8.0,8,Without renovation
313953,Secondary, Кунцевская,4.0,Moscow,0.0,43.0,25.0,6.0,6.0,29,Without renovation
285417,Secondary, Нахимовский проспект,4.0,Moscow,0.0,48.0,30.0,10.0,4.0,23,Without renovation
248208,Secondary, Алексеевская,9.0,Moscow,0.0,55.8,35.0,10.0,5.0,7,Without renovation
133178,Secondary, Аэропорт Внуково,5.0,Moscow,0.0,107.0,56.2,15.5,1.0,5,Without renovation
273764,Secondary, Курьяново,5.0,Moscow,0.0,52.6,28.0,12.0,10.0,16,Without renovation
259821,Secondary, Ботанический сад,4.0,Moscow,0.0,56.0,30.4,11.3,18.0,18,Cosmetic
217454,Secondary, Бульвар Адмирала Ушакова,6.0,Moscow,0.0,69.9,37.5,12.4,7.0,15,Without renovation
288931,Secondary, Кунцевская,5.0,Moscow,0.0,53.3,29.4,8.0,11.0,15,Without renovation
298080,Secondary, Тушинская,19.0,Moscow,0.0,51.9,44.9,7.0,2.0,4,Designer
192308,Secondary, Первомайская,5.0,Moscow,0.0,83.2,35.0,25.0,1.0,3,Designer
880952,Secondary, Кузнецкий мост,3.0,Moscow,0.0,21.0,12.8,8.4,4.0,4,Without renovation
465000,Secondary, Дмитровская,1.0,Moscow,0.0,40.0,14.0,15.0,6.0,59,Without renovation
563798,Secondary, Хорошёвская,8.0,Moscow,0.0,33.7,11.6,9.4,6.0,24,Without renovation
337979,Secondary, ВДНХ,6.0,Moscow,0.0,57.4,31.2,11.4,22.0,23,Without renovation
142033,Secondary, Прокшино,5.0,Moscow,0.0,138.7,72.3,18.1,3.0,3,Without renovation
142033,Secondary, Прокшино,8.0,Moscow,0.0,138.7,72.3,18.1,1.0,3,Without renovation
450000,Secondary, Динамо,7.0,Moscow,0.0,44.0,16.7,12.7,10.0,17,Without renovation
268750,Secondary, Окружная,13.0,Moscow,0.0,80.0,45.0,20.0,18.0,18,Without renovation
327604,Secondary, Бауманская,19.0,Moscow,0.0,69.7,59.7,5.0,6.0,7,Without renovation
395387,Secondary, Технопарк,14.0,Moscow,0.0,60.7,32.8,11.7,2.0,20,Cosmetic
558087,Secondary, Минская,5.0,Moscow,0.0,43.9,18.4,10.3,8.0,14,Without renovation
401284,Secondary, Алексеевская,4.0,Moscow,0.0,62.3,33.6,11.8,6.0,15,Without renovation
396526,Secondary, Алексеевская,2.0,Moscow,0.0,62.97,34.0,11.8,13.0,15,Without renovation
350631,Secondary, Ховрино,1.0,Moscow,0.0,71.3,50.6,15.4,9.0,32,Without renovation
304202,Secondary, Бауманская,19.0,Moscow,0.0,85.2,75.2,5.0,7.0,7,Without renovation
326683,Secondary, Зябликово,5.0,Moscow,0.0,80.2,42.7,13.3,7.0,30,Without renovation
446638,Secondary, Алексеевская,2.0,Moscow,0.0,59.78,32.4,11.6,14.0,15,Without renovation
477718,Secondary, Полежаевская,6.0,Moscow,0.0,56.1,37.0,13.4,18.0,27,Without renovation
520231,Secondary, ЦСКА,9.0,Moscow,0.0,51.9,28.4,10.9,22.0,24,Without renovation
211538,Secondary, Панфиловская,2.0,Moscow,0.0,130.0,67.9,17.4,4.0,11,Without renovation
291667,Secondary, Физтех,4.0,Moscow,0.0,96.0,50.7,14.6,3.0,4,Designer
380564,Secondary, Алексеевская,2.0,Moscow,0.0,75.94,40.5,12.9,11.0,15,Without renovation
367195,Secondary, Алексеевская,2.0,Moscow,0.0,79.12,42.1,13.2,10.0,15,Cosmetic
456555,Secondary, Серпуховская,11.0,Moscow,0.0,65.6,19.0,12.1,15.0,23,Without renovation
456061,Secondary, Технопарк,12.0,Moscow,0.0,66.0,27.3,18.9,11.0,20,Without renovation
376471,Secondary, Кунцевская,4.0,Moscow,0.0,85.0,64.0,11.3,29.0,29,Without renovation
731707,Secondary, Тестовская,2.0,Moscow,0.0,45.1,18.0,10.4,50.0,65,Without renovation
354167,Secondary, Аминьевская,5.0,Moscow,0.0,96.0,55.0,14.0,3.0,25,Without renovation
472603,Secondary, Аминьевская,6.0,Moscow,0.0,73.0,30.0,22.0,4.0,37,Without renovation
875000,Secondary, Выставочная,12.0,Moscow,0.0,40.0,20.0,10.0,59.0,68,Without renovation
892857,Secondary, Новокузнецкая,6.0,Moscow,0.0,42.0,27.0,10.0,3.0,5,Without renovation
506533,Secondary, Бауманская,17.0,Moscow,0.0,75.0,53.0,12.0,9.0,23,Without renovation
506533,Secondary, Бауманская,17.0,Moscow,0.0,75.0,53.2,12.0,9.0,23,Designer
557910,Secondary, Технопарк,14.0,Moscow,0.0,70.8,47.0,12.0,2.0,20,Without renovation
289855,Secondary, Ростокино,12.0,Moscow,0.0,138.0,100.0,20.0,47.0,56,Without renovation
444444,Secondary, Алексеевская,12.0,Moscow,0.0,90.0,50.0,15.0,8.0,35,Without renovation
417526,Secondary, Аминьевская,11.0,Moscow,0.0,97.0,47.0,18.0,6.0,42,Without renovation
365029,Secondary, Алексеевская,4.0,Moscow,0.0,112.0,58.8,15.9,12.0,15,Cosmetic
671031,Secondary, Технопарк,12.0,Moscow,0.0,61.1,36.1,20.0,19.0,20,Without renovation
270000,Secondary, Пенягино,18.0,Moscow,0.0,155.0,80.5,19.5,7.0,7,Without renovation
943182,Secondary, Новокузнецкая,6.0,Moscow,0.0,44.0,27.0,12.0,3.0,5,Without renovation
461538,Secondary, Белорусская,5.0,Moscow,0.0,91.0,48.1,14.2,5.0,6,Without renovation
589888,Secondary, Минская,5.0,Moscow,0.0,71.2,21.5,12.5,8.0,14,Without renovation
352079,Secondary, Сходненская,17.0,Moscow,0.0,121.21,74.0,15.0,1.0,5,Without renovation
382883,Secondary, Минская,20.0,Moscow,0.0,111.0,60.0,22.0,9.0,22,Designer
619658,Secondary, Матвеевская,18.0,Moscow,0.0,70.2,25.0,20.0,19.0,26,Without renovation
462580,Secondary, Арбатская,8.0,Moscow,0.0,93.8,78.1,14.4,4.0,4,Cosmetic
412741,Secondary, Алексеевская,2.0,Moscow,0.0,111.45,58.5,15.9,9.0,15,Cosmetic
538991,Secondary, Шелепиха,10.0,Moscow,0.0,87.2,60.0,15.0,4.0,45,Designer
591483,Secondary, Сходненская,17.0,Moscow,0.0,79.55,53.0,15.0,5.0,5,Without renovation
334495,Secondary, Добрынинская,12.0,Moscow,0.0,143.5,74.7,18.5,5.0,29,Without renovation
334495,Secondary, Добрынинская,12.0,Moscow,0.0,143.5,74.7,18.5,5.0,29,Without renovation
288235,Secondary, Тульская,25.0,Moscow,0.0,170.0,120.0,35.0,3.0,4,Without renovation
484020,Secondary, Фили,6.0,Moscow,0.0,102.0,53.7,15.1,29.0,36,Without renovation
308025,Secondary, Крылатское,9.0,Moscow,0.0,162.0,70.0,39.0,15.0,35,Without renovation
323377,Secondary, Добрынинская,12.0,Moscow,0.0,154.0,109.0,40.0,4.0,30,Without renovation
818033,Secondary, Маяковская,5.0,Moscow,0.0,61.0,33.0,11.7,4.0,13,Cosmetic
613374,Secondary, Маяковская,8.0,Moscow,0.0,81.5,48.0,15.0,3.0,7,Without renovation
613374,Secondary, Маяковская,8.0,Moscow,0.0,81.5,47.0,12.0,3.0,7,Without renovation
818033,Secondary, Маяковская,5.0,Moscow,0.0,61.0,36.0,20.0,4.0,12,Without renovation
160412,Secondary, Коломенская,7.0,Moscow,0.0,330.4,280.0,40.0,2.0,21,Without renovation
160412,Secondary, Коломенская,7.0,Moscow,0.0,330.4,282.3,47.1,1.0,21,Without renovation
529990,Secondary, Шелепиха,15.0,Moscow,0.0,100.0,14.0,14.9,9.0,19,Without renovation
431870,Secondary, Алексеевская,2.0,Moscow,0.0,123.88,64.8,16.9,11.0,15,Without renovation
495278,Secondary, Фили,6.0,Moscow,0.0,108.0,42.0,15.6,5.0,6,Without renovation
398551,Secondary, Технопарк,14.0,Moscow,0.0,138.0,48.0,40.0,16.0,21,Without renovation
523333,Secondary, Фили,6.0,Moscow,0.0,105.0,55.2,15.3,16.0,22,Without renovation
777778,Secondary, Деловой центр,5.0,Moscow,0.0,72.0,15.0,12.6,28.0,78,Without renovation
731061,Secondary, Деловой центр,4.0,Moscow,0.0,26.4,17.0,4.0,19.0,85,Designer
392857,Secondary, Селигерская,21.0,Moscow,0.0,23.8,15.8,3.0,18.0,18,Designer
450450,Secondary, Говорово,6.0,Moscow,0.0,22.2,10.8,5.0,11.0,24,Cosmetic
315000,Secondary, Пятницкое шоссе,25.0,Moscow,0.0,14.2,9.3,7.8,5.0,9,European-style renovation
314645,Secondary, Пятницкое шоссе,25.0,Moscow,0.0,15.5,13.0,7.9,7.0,9,European-style renovation
300000,Secondary, Пятницкое шоссе,25.0,Moscow,0.0,17.3,14.0,8.1,6.0,9,European-style renovation
973750,Secondary, Международная,3.0,Moscow,0.0,20.0,12.0,3.0,35.0,85,Designer
385714,Secondary, Ростокино,13.0,Moscow,0.0,28.0,16.3,9.0,5.0,10,Designer
275229,Secondary, Волжская,6.0,Moscow,0.0,21.8,2.0,8.4,1.0,5,Designer
329630,Secondary, Москворечье,19.0,Moscow,0.0,13.5,9.0,7.8,2.0,5,Cosmetic
312500,Secondary, Кунцевская,5.0,Moscow,0.0,12.0,8.2,7.6,1.0,17,Designer
275862,Secondary, Волжская,5.0,Moscow,0.0,17.4,10.9,8.1,2.0,5,Designer
269613,Secondary, Кунцевская,5.0,Moscow,0.0,18.1,11.3,8.1,1.0,17,Designer
278882,Secondary, Нижегородская,7.0,Moscow,0.0,16.1,5.0,8.0,2.0,3,European-style renovation
846154,Secondary, Деловой центр,6.0,Moscow,0.0,52.0,12.0,10.9,53.0,79,Designer
192571,Secondary, Октябрьская,5.0,Moscow,0.0,35.0,19.8,9.5,4.0,5,European-style renovation
578231,Secondary, Фили,15.0,Moscow,0.0,29.4,14.0,9.1,12.0,25,Designer
294712,Secondary, Кузнецкий мост,5.0,Moscow,0.0,27.8,16.2,8.9,8.0,10,European-style renovation
419252,Secondary, Коломенская,18.0,Moscow,0.0,25.4,18.0,6.0,2.0,33,European-style renovation
381068,Secondary, Преображенская площадь,10.0,Moscow,0.0,20.6,12.5,8.3,3.0,4,Cosmetic
584242,Secondary, Маяковская,5.0,Moscow,0.0,35.6,20.1,9.6,8.0,12,Without renovation
710117,Secondary, Международная,5.0,Moscow,0.0,51.4,35.0,5.0,39.0,68,Without renovation
379310,Secondary, Рассказовка,2.0,Moscow,0.0,29.0,12.9,5.0,21.0,23,European-style renovation
235000,Secondary, Медведково,5.0,Moscow,0.0,18.5,10.0,5.0,1.0,17,Cosmetic
375815,Secondary, Преображенская площадь,10.0,Moscow,0.0,15.7,10.1,7.9,2.0,4,Cosmetic
318706,Secondary, Преображенская площадь,10.0,Moscow,0.0,20.2,12.3,8.3,4.0,4,Designer
212215,Secondary, Преображенская площадь,10.0,Moscow,0.0,38.7,21.7,9.8,3.0,3,Designer
338776,Secondary, Бауманская,7.0,Moscow,0.0,24.5,5.0,8.7,6.0,7,Without renovation
225000,Secondary, Бескудниково,19.0,Moscow,0.0,25.3,20.0,5.0,2.0,9,Cosmetic
254348,Secondary, Савёловская,13.0,Moscow,0.0,23.0,17.0,8.5,2.0,2,Designer
375815,Secondary, Преображенская площадь,10.0,Moscow,0.0,15.7,10.1,7.9,2.0,4,European-style renovation
299220,Secondary, Преображенская площадь,9.0,Moscow,0.0,28.6,16.6,9.0,2.0,4,European-style renovation
299220,Secondary, Преображенская площадь,10.0,Moscow,0.0,28.6,21.6,2.0,2.0,3,Designer
779412,Secondary, Маяковская,9.0,Moscow,0.0,13.6,9.0,7.8,2.0,6,Designer
457143,Secondary, Мичуринский проспект,5.0,Moscow,0.0,28.0,16.3,9.0,10.0,41,Without renovation
304000,Secondary, Преображенская площадь,10.0,Moscow,0.0,42.6,34.6,3.0,1.0,2,Designer
513333,Secondary, Давыдково,22.0,Moscow,0.0,30.0,17.3,9.1,10.0,30,Designer
271593,Secondary, Преображенская площадь,10.0,Moscow,0.0,34.1,19.4,9.5,2.0,4,Cosmetic
363333,Secondary, Черкизовская,18.0,Moscow,0.0,30.0,12.0,12.0,5.0,39,Designer
471074,Secondary, Угрешская,6.0,Moscow,0.0,24.2,10.2,4.0,3.0,30,Designer
279592,Secondary, Савёловская,14.0,Moscow,0.0,24.5,14.5,8.7,2.0,2,Designer
294211,Secondary, Владыкино,3.0,Moscow,0.0,19.0,15.0,4.0,1.0,16,European-style renovation
310526,Secondary, Владыкино,4.0,Moscow,0.0,19.0,15.0,4.0,11.0,16,European-style renovation
296931,Secondary, Преображенская площадь,10.0,Moscow,0.0,24.4,14.5,8.7,2.0,4,Cosmetic
590909,Secondary, Динамо,8.0,Moscow,0.0,22.0,12.0,5.0,6.0,13,Designer
304000,Secondary, Преображенская площадь,10.0,Moscow,0.0,46.2,38.2,3.0,2.0,3,Designer
348387,Secondary, Электрозаводская,11.0,Moscow,0.0,15.5,8.1,1.0,8.0,8,Designer
430000,Secondary, Беговая,8.0,Moscow,0.0,13.5,13.5,7.8,1.0,5,European-style renovation
385621,Secondary, Тропарёво,17.0,Moscow,0.0,15.3,9.9,7.9,4.0,22,European-style renovation
376543,Secondary, Чкаловская,11.0,Moscow,0.0,16.2,8.1,1.0,8.0,8,Designer
318706,Secondary, Преображенская площадь,10.0,Moscow,0.0,20.2,12.3,8.3,2.0,4,European-style renovation
414118,Secondary, Электрозаводская,11.0,Moscow,0.0,15.6,8.7,1.9,7.0,8,Designer
431017,Secondary, Аэропорт,12.0,Moscow,0.0,15.6,10.0,7.9,3.0,4,European-style renovation
456667,Secondary, Алексеевская,11.0,Moscow,0.0,15.0,3.0,7.9,1.0,4,European-style renovation
433121,Secondary, Электрозаводская,11.0,Moscow,0.0,15.7,8.9,1.0,7.0,8,Designer
401156,Secondary, Бауманская,15.0,Moscow,0.0,17.3,10.9,8.1,1.0,4,Designer
414624,Secondary, Красный Балтиец,9.0,Moscow,0.0,16.7,10.7,1.0,2.0,4,European-style renovation
339024,Secondary, Тропарёво,17.0,Moscow,0.0,20.5,12.5,8.3,4.0,22,European-style renovation
406433,Secondary, Зюзино,8.0,Moscow,0.0,17.1,10.8,8.1,4.0,5,Designer
339024,Secondary, Тропарёво,17.0,Moscow,0.0,20.5,12.5,8.3,3.0,22,European-style renovation
276538,Secondary, Савёловская,14.0,Moscow,0.0,26.0,15.3,8.8,2.0,2,Designer
290955,Secondary, Красный Балтиец,9.0,Moscow,0.0,24.9,17.9,2.0,1.0,3,European-style renovation
274643,Secondary, Динамо,14.0,Moscow,0.0,28.0,16.3,9.0,2.0,2,Designer
421454,Secondary, Преображенская площадь,10.0,Moscow,0.0,21.5,13.0,8.4,4.0,4,European-style renovation
298490,Secondary, Аэропорт,12.0,Moscow,0.0,33.9,19.3,9.4,3.0,4,European-style renovation
643979,Secondary, Сухаревская,6.0,Moscow,0.0,19.1,11.8,8.2,2.0,5,Designer
783133,Secondary, Смоленская,7.0,Moscow,0.0,16.6,10.5,8.0,1.0,4,Designer
304000,Secondary, Преображенская площадь,10.0,Moscow,0.0,44.1,30.1,5.0,1.0,4,Designer
412397,Secondary, ЗИЛ,7.0,Moscow,0.0,12.1,8.3,7.6,10.0,13,Without renovation
273632,Secondary, Бунинская аллея,9.0,Moscow,0.0,20.1,10.0,4.5,2.0,14,Without renovation
345000,Secondary, Окская,14.0,Moscow,0.0,16.3,13.8,8.0,1.0,5,European-style renovation
513333,Secondary, Таганская,6.0,Moscow,0.0,15.0,12.0,3.0,4.0,4,Designer
374214,Secondary, Окская,14.0,Moscow,0.0,15.9,13.4,8.0,2.0,5,European-style renovation
375000,Secondary, Окская,14.0,Moscow,0.0,16.3,12.5,8.0,5.0,5,European-style renovation
352716,Secondary, Калитники,7.0,Moscow,0.0,17.3,10.9,8.1,2.0,8,Cosmetic
375000,Secondary, Красносельская,3.0,Moscow,0.0,16.8,10.6,8.0,4.0,5,European-style renovation
365902,Secondary, Окская,14.0,Moscow,0.0,18.3,16.3,8.2,4.0,5,European-style renovation
315000,Secondary, Пятницкое шоссе,25.0,Moscow,0.0,14.2,11.0,7.8,4.0,9,European-style renovation
320000,Secondary, Пятницкое шоссе,25.0,Moscow,0.0,15.7,12.7,7.9,4.0,9,European-style renovation
290000,Secondary, Пятницкое шоссе,25.0,Moscow,0.0,19.0,16.0,8.2,4.0,9,European-style renovation
280000,Secondary, Пятницкое шоссе,25.0,Moscow,0.0,20.4,17.0,8.3,2.0,9,European-style renovation
300000,Secondary, Пятницкое шоссе,25.0,Moscow,0.0,19.0,15.7,8.2,3.0,9,European-style renovation
365000,Secondary, Окская,14.0,Moscow,0.0,16.3,13.8,8.0,3.0,5,European-style renovation
418436,Secondary, ЗИЛ,7.0,Moscow,0.0,17.9,11.2,8.1,10.0,13,Designer
373720,Secondary, Стахановская,4.0,Moscow,0.0,29.3,17.0,4.7,20.0,23,Without renovation
325962,Secondary, Нижегородская,7.0,Moscow,0.0,10.4,7.4,7.5,2.0,3,European-style renovation
254610,Secondary, Нижегородская,7.0,Moscow,0.0,14.1,9.3,7.8,2.0,3,European-style renovation
289130,Secondary, Нижегородская,7.0,Moscow,0.0,13.8,9.1,7.8,3.0,3,Designer
289130,Secondary, Нижегородская,7.0,Moscow,0.0,13.8,9.1,7.8,3.0,3,European-style renovation
278231,Secondary, Нижегородская,7.0,Moscow,0.0,14.7,9.6,7.9,2.0,3,European-style renovation
308633,Secondary, Нижегородская,7.0,Moscow,0.0,13.9,9.2,7.8,2.0,3,European-style renovation
261310,Secondary, Нижегородская,7.0,Moscow,0.0,16.8,10.6,8.0,3.0,3,European-style renovation
278882,Secondary, Нижегородская,7.0,Moscow,0.0,16.1,10.3,8.0,2.0,3,Designer
300000,Secondary, Пятницкое шоссе,25.0,Moscow,0.0,17.7,15.0,8.1,4.0,9,European-style renovation
402256,Secondary, Семёновская,5.0,Moscow,0.0,13.3,6.3,2.0,4.0,4,Designer
309249,Secondary, Пятницкое шоссе,25.0,Moscow,0.0,17.3,15.0,8.1,7.0,9,European-style renovation
286458,Secondary, Андроновка,5.0,Moscow,0.0,19.2,15.0,8.2,4.0,6,European-style renovation
252364,Secondary, Балтийская,28.0,Moscow,0.0,22.2,13.4,8.5,1.0,6,Without renovation
491667,Secondary, Беговая,8.0,Moscow,0.0,12.0,8.2,7.6,5.0,6,Designer
300000,Secondary, Зеленоград — Крюково,13.0,Moscow,0.0,20.3,17.2,8.3,1.0,9,European-style renovation
396988,Secondary, ЗИЛ,7.0,Moscow,0.0,16.6,10.5,8.0,10.0,13,Without renovation
401156,Secondary, Бауманская,15.0,Moscow,0.0,17.3,10.9,8.1,1.0,4,Designer
401156,Secondary, Бауманская,15.0,Moscow,0.0,17.3,10.9,8.1,1.0,4,European-style renovation
284946,Secondary, Озёрная,18.0,Moscow,0.0,27.9,17.3,4.0,1.0,5,European-style renovation
340000,Secondary, Коммунарка,7.0,Moscow,0.0,25.0,5.0,8.7,3.0,15,Cosmetic
362869,Secondary, Тульская,11.0,Moscow,0.0,23.7,14.1,8.6,1.0,4,European-style renovation
472973,Secondary, Балтийская,28.0,Moscow,0.0,22.2,13.4,8.5,3.0,7,Cosmetic
441860,Secondary, Аэропорт,3.0,Moscow,0.0,25.8,15.8,5.0,3.0,4,Designer
689020,Secondary, Маяковская,5.0,Moscow,0.0,20.4,12.4,8.3,4.0,6,European-style renovation
190400,Secondary, Бульвар Рокоссовского,4.0,Moscow,0.0,25.0,14.8,8.7,4.0,5,European-style renovation
568182,Secondary, Полежаевская,5.0,Moscow,0.0,22.0,17.0,8.5,14.0,36,Without renovation
172333,Secondary, Шаболовская,14.0,Moscow,0.0,30.0,17.3,9.1,1.0,4,European-style renovation
